IdCiudad;Nombre;Apellido;FechaNacimiento;EstadoCivil;Genero;Email;IngresoAnual;TotalHijos;CantHijosEnCasa;Educacion;Ocupacion;Propietario;CantAutomoviles;Direccion;Telefono;Distancia;Region;Edad;prediction(ComproBicicleta);$T-Bietápico;Tipo Bicicleta
609;Jacquelyn;Saunders;21602;C;F;jacquelyn21@mineriadedatos.com.ar;80000;1;0;Estudios de postgrado;Profesional;1;0;1694 All Dr.;574-555-0154;0-1 Km.;Norte;54;1;Cluster-1;Basic
199;Cesar;Garcia;25659;S;M;cesar14@mineriadedatos.com.ar;40000;2;2;Estudios universitarios (en curso);Administrativo;1;0;444  chaussÃ©e de Tournai;500 555-0119;1-2 Km.;Centro;43;1;Cluster-1;Basic
211;Bradley;Nara;20756;C;M;bradley19@mineriadedatos.com.ar;20000;1;0;Licenciatura;Administrativo;1;0;2  avenue des Champs-ElysÃ©es;500 555-0174;0-1 Km.;Centro;56;1;Cluster-1;Basic
307;Tamara;Chander;21757;C;F;tamara27@mineriadedatos.com.ar;80000;4;0;Estudios de postgrado;Profesional;1;0;6344 Dartmouth Way;112-555-0164;0-1 Km.;Norte;53;1;Cluster-1;Basic
171;Roger;Sharma;24701;C;M;roger37@mineriadedatos.com.ar;40000;0;0;Licenciatura;Administrativo;1;0;Pflugstr 65;500 555-0174;0-1 Km.;Centro;45;1;Cluster-1;Basic
326;Isabella;Jackson;27078;S;F;isabella67@mineriadedatos.com.ar;50000;0;0;Estudios universitarios (en curso);Obrero especializado;1;1;5028 Tanager Road;363-555-0165;5-10 Km.;Norte;39;1;Cluster-1;Basic
147;Victor;Moreno;25196;S;M;victor8@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;Parkstr 42;500 555-0134;0-1 Km.;Centro;44;1;Cluster-1;Basic
269;Wesley;Guo;27707;C;M;wesley17@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;0;9353 Kirkwood Dr.;500 555-0164;1-2 Km.;Centro;37;1;Cluster-1;Basic
222;Candace;Perez;24882;C;F;candace19@mineriadedatos.com.ar;10000;3;3;EducaciÃ³n secundaria;Obrero;0;0;34  boulevard Tremblay;500 555-0124;0-1 Km.;Centro;45;1;Cluster-3;Basic
36;Luis;Hill;20345;S;M;luis46@mineriadedatos.com.ar;80000;2;0;Estudios universitarios (en curso);Obrero especializado;1;2;5203 Foothill Way;500 555-0139;5-10 Km.;Sur;57;1;Cluster-1;Basic
189;Noah;Long;22873;C;M;noah6@mineriadedatos.com.ar;30000;1;0;Estudios universitarios (en curso);Administrativo;1;1;1798 Norfolk Rd;500 555-0146;0-1 Km.;Centro;50;1;Cluster-1;Basic
325;Marissa;Perry;24680;S;F;marissa5@mineriadedatos.com.ar;60000;0;0;Estudios de postgrado;Profesional;1;1;8021 Dallas Drive;162-555-0133;2-5 Km.;Norte;45;1;Cluster-1;Basic
257;Molly;Srini;23171;S;F;molly8@mineriadedatos.com.ar;20000;3;3;EducaciÃ³n secundaria;Obrero;0;1;8066 Peach Place;500 555-0139;0-1 Km.;Centro;49;1;Cluster-3;Basic
13;Roy;Suri;26025;C;M;roy0@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria;GestiÃ³n;1;3;4557 Rolling Hill Way;500 555-0164;10+ Km.;Sur;42;1;Cluster-2;Kinder y Sports
360;Jesse;Cook;25573;C;M;jesse22@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;2928 Harmony Way;213-555-0154;0-1 Km.;Norte;43;1;Cluster-1;Basic
329;Don;Roessler;20523;C;M;don7@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;9737 Colt Ct.;316-555-0133;1-2 Km.;Norte;57;1;Cluster-1;Basic
29;Brittney;Sun;29015;S;F;brittney12@mineriadedatos.com.ar;10000;1;1;EducaciÃ³n secundaria;Obrero;0;0;8856 Mt. Wilson Way;500 555-0155;1-2 Km.;Sur;33;1;Cluster-3;Basic
209;Larry;Munoz;21135;C;M;larry9@mineriadedatos.com.ar;110000;2;4;Estudios universitarios (en curso);Profesional;1;3;Midi-Couleurs;500 555-0193;5-10 Km.;Centro;55;1;Cluster-2;Kinder y Sports
616;Adam;Henderson;21424;C;M;adam3@mineriadedatos.com.ar;60000;1;0;Licenciatura;Profesional;1;1;9152 L St.;200-555-0144;0-1 Km.;Norte;54;1;Cluster-1;Basic
135;Kelli;Sun;23169;C;F;kelli14@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;Haberstr 46;500 555-0123;0-1 Km.;Centro;49;1;Cluster-1;Basic
23;Julio;Serrano;29052;C;M;julio17@mineriadedatos.com.ar;20000;0;0;Licenciatura;Administrativo;1;0;1343 Prospect St;500 555-0143;0-1 Km.;Sur;33;1;Cluster-1;Basic
26;Tyrone;Serrano;28704;S;M;tyrone15@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;1;1;3767 View Dr.;500 555-0176;2-5 Km.;Sur;34;1;Cluster-1;Basic
274;Gregory;Goel;25178;S;M;gregory23@mineriadedatos.com.ar;30000;1;0;Licenciatura;Administrativo;0;0;1680 I St.;500 555-0152;0-1 Km.;Centro;44;1;Cluster-3;Basic
170;Mitchell;Jai;25771;C;M;mitchell10@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;1;0;Curieweg 5777;500 555-0113;0-1 Km.;Centro;42;1;Cluster-1;Basic
200;Eddie;Serrano;19302;C;M;eddie16@mineriadedatos.com.ar;20000;2;0;Estudios universitarios (en curso);Obrero;1;1;81  cours Mirabeau;500 555-0186;2-5 Km.;Centro;60;1;Cluster-1;Basic
300;Gary;Ramos;25494;C;M;gary28@mineriadedatos.com.ar;50000;2;2;Licenciatura;Obrero especializado;1;0;1342 Isla Bonita;880-555-0119;0-1 Km.;Norte;43;1;Cluster-1;Basic
307;Barbara;Lu;22840;C;F;barbara21@mineriadedatos.com.ar;110000;1;3;Licenciatura;GestiÃ³n;1;2;9450 Almond Street;173-555-0168;5-10 Km.;Norte;50;1;Cluster-2;Kinder y Sports
37;Regina;Arthur;27679;S;F;regina6@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;0;2;3796 Keller Ridge;500 555-0144;10+ Km.;Sur;37;1;Cluster-3;Basic
335;Maria;Kelly;26857;S;F;maria21@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Profesional;0;2;3035 Blackfield Dr.;617-555-0184;0-1 Km.;Norte;39;1;Cluster-3;Basic
3;Dustin;Sharma;20439;S;M;dustin9@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria;Obrero especializado;0;2;4262 Monterey Ave.;500 555-0113;1-2 Km.;Sur;57;1;Cluster-3;Basic
235;Lindsey;Tang;26342;S;F;lindsey4@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;6200 Mt. Pisgah;500 555-0120;1-2 Km.;Centro;41;1;Cluster-3;Basic
546;Maria;Rogers;19642;C;F;maria3@mineriadedatos.com.ar;30000;1;0;Estudios universitarios (en curso);Administrativo;1;1;7954 Monument Blvd;801-555-0117;2-5 Km.;Norte;59;1;Cluster-1;Basic
31;Richard;Lee;28964;S;M;richard16@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;0;1;7757 O Ct;500 555-0130;0-1 Km.;Sur;34;1;Cluster-3;Basic
150;Kristi;Saunders;25914;C;F;kristi16@mineriadedatos.com.ar;10000;2;2;EducaciÃ³n secundaria;Obrero;1;0;Zollstr 62;500 555-0187;0-1 Km.;Centro;42;1;Cluster-1;Basic
644;Chase;Rogers;20402;S;M;chase20@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;0;2;1862 Court Lane;713-555-0135;1-2 Km.;Norte;57;1;Cluster-3;Basic
120;Jon;Chander;21007;C;M;jon12@mineriadedatos.com.ar;130000;2;4;Estudios universitarios (en curso);Profesional;1;2;Auf Der Steige 123;500 555-0170;0-1 Km.;Centro;55;1;Cluster-2;Kinder y Sports
3;Lori;Blanco;25690;C;F;lori16@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria (en curso);Profesional;1;4;6966 Eaker Way;500 555-0118;10+ Km.;Sur;43;1;Cluster-2;Kinder y Sports
249;Dominic;Madan;19870;S;M;dominic7@mineriadedatos.com.ar;130000;4;5;EducaciÃ³n secundaria;Profesional;0;1;9680 Hungry Road;500 555-0166;0-1 Km.;Centro;58;1;Cluster-2;Kinder y Sports
13;Monique;Blanco;15985;S;F;monique12@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;1;2;6658 Rheem Blvd;500 555-0125;5-10 Km.;Sur;69;1;Cluster-1;Basic
23;Alison;Kumar;22404;S;F;alison7@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;5847 W. Buchanan;500 555-0170;5-10 Km.;Sur;52;1;Cluster-1;Basic
307;Hunter;Hernandez;19546;C;M;hunter44@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;GestiÃ³n;1;2;3861 Las Lomas Way;115-555-0196;5-10 Km.;Norte;59;1;Cluster-1;Basic
170;Nicolas;Nara;25402;C;M;nicolas15@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;Galeriestr 6267;500 555-0174;0-1 Km.;Centro;43;1;Cluster-1;Basic
68;Mya;Russell;17192;C;F;mya20@mineriadedatos.com.ar;40000;2;1;EducaciÃ³n secundaria;Profesional;0;2;3797 Mt. Wilson Way;891-555-0132;2-5 Km.;Norte;66;1;Cluster-3;Basic
315;Jack;Flores;19068;S;M;jack12@mineriadedatos.com.ar;70000;2;1;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;279 Inverness Drive;737-555-0162;10+ Km.;Norte;61;1;Cluster-1;Basic
232;Barry;Rana;23320;C;M;barry12@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;8434 Kenmore;500 555-0127;0-1 Km.;Centro;49;1;Cluster-1;Basic
335;Amanda;Sanders;22830;C;F;amanda20@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;1456 Bouncing Road;231-555-0134;2-5 Km.;Norte;50;1;Cluster-1;Basic
279;Jessica;Patterson;21315;S;F;jessica35@mineriadedatos.com.ar;170000;2;3;Licenciatura;GestiÃ³n;0;2;2681 Woodside Way;500 555-0117;0-1 Km.;Centro;55;1;Cluster-2;Kinder y Sports
133;Bailey;King;21819;C;F;bailey39@mineriadedatos.com.ar;20000;2;0;Estudios universitarios (en curso);Obrero;1;1;Marketplatz 5492;500 555-0183;0-1 Km.;Centro;53;1;Cluster-1;Basic
154;Brandi;Carlson;23441;S;F;brandi17@mineriadedatos.com.ar;20000;3;3;EducaciÃ³n secundaria;Obrero;1;0;Buergermeister-ulrich-str 5;500 555-0120;0-1 Km.;Centro;49;1;Cluster-1;Basic
129;Bradley;Tang;25461;S;M;bradley6@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;0;0;Haberstr 77;500 555-0197;0-1 Km.;Centro;43;1;Cluster-3;Basic
11;Ann;Martinez;21035;S;F;ann22@mineriadedatos.com.ar;80000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;8794 Seagull Court;500 555-0189;5-10 Km.;Sur;55;1;Cluster-1;Basic
553;Shelby;Richardson;19794;C;F;shelby10@mineriadedatos.com.ar;30000;1;0;EducaciÃ³n secundaria;Administrativo;1;1;8403 Reality Drive;927-555-0154;5-10 Km.;Norte;59;1;Cluster-1;Basic
307;Edgar;Patel;13476;C;M;edgar3@mineriadedatos.com.ar;70000;4;0;Estudios de postgrado;GestiÃ³n;1;2;1639 Atchinson Stage Ct.;529-555-0113;5-10 Km.;Norte;76;1;Cluster-1;Basic
16;Colin;Zhu;25856;C;M;colin15@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;0;4;3788 Bahia Vista Court;500 555-0114;10+ Km.;Sur;42;1;Cluster-3;Basic
154;Philip;Moreno;26073;S;M;philip6@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;Im Himmelsweg 98;500 555-0135;2-5 Km.;Centro;42;1;Cluster-3;Basic
28;Tasha;Shan;21848;S;F;tasha11@mineriadedatos.com.ar;130000;0;1;Estudios de postgrado;GestiÃ³n;0;3;2552 Palm Ave;500 555-0149;0-1 Km.;Sur;53;1;Cluster-3;Basic
273;Carla;Martinez;16805;C;F;carla20@mineriadedatos.com.ar;170000;4;4;Licenciatura;GestiÃ³n;1;3;55 St. George Dr.;500 555-0150;0-1 Km.;Centro;67;1;Cluster-2;Kinder y Sports
121;David;Jenkins;21890;C;M;david39@mineriadedatos.com.ar;20000;2;0;Estudios universitarios (en curso);Obrero;1;1;Kalkweg 4425;500 555-0162;0-1 Km.;Centro;53;1;Cluster-1;Basic
24;Toni;Rodriguez;20993;S;F;toni20@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;5007 Castle Rock Rd.;500 555-0114;5-10 Km.;Sur;55;1;Cluster-1;Basic
273;Linda;Carlson;21813;C;F;linda33@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;1;0;6696 Adria Drive;500 555-0140;0-1 Km.;Centro;53;1;Cluster-1;Basic
325;Isabella;Johnson;22302;C;F;isabella58@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;2251 Temple Drive;941-555-0186;2-5 Km.;Norte;52;1;Cluster-1;Basic
31;Michele;Xie;28220;S;F;michele3@mineriadedatos.com.ar;10000;1;1;EducaciÃ³n secundaria;Obrero;0;0;4951 Coralie Drive;500 555-0140;1-2 Km.;Sur;36;1;Cluster-3;Basic
5;Katie;Kumar;28012;C;F;katie10@mineriadedatos.com.ar;80000;0;0;Licenciatura;Profesional;1;2;1463 Lincoln Dr;500 555-0140;10+ Km.;Sur;36;1;Cluster-1;Basic
337;Janet;Scott;19589;S;F;janet33@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;GestiÃ³n;1;2;2616 Northridge Drive;422-555-0144;5-10 Km.;Norte;59;1;Cluster-1;Basic
542;Allison;Campbell;22415;C;F;allison29@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;45 Landing Terrace;735-555-0181;2-5 Km.;Norte;52;1;Cluster-1;Basic
638;Rebecca;Mitchell;19991;C;F;rebecca13@mineriadedatos.com.ar;30000;1;0;EducaciÃ³n secundaria;Obrero;1;1;9809 St. Germain Lane;337-555-0114;5-10 Km.;Norte;58;1;Cluster-1;Basic
20;Jessie;Ortega;24894;C;F;jessie41@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;1;1;230 Daisy Way;500 555-0131;0-1 Km.;Sur;45;1;Cluster-1;Basic
315;Allison;Howard;21352;C;F;allison10@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;8788 Green Leaf Drive;548-555-0110;0-1 Km.;Norte;54;1;Cluster-1;Basic
374;Samantha;Davis;23514;C;F;samantha6@mineriadedatos.com.ar;160000;1;1;Licenciatura;GestiÃ³n;1;3;5972 Boxwood Dr.;805-555-0198;0-1 Km.;Norte;49;1;Cluster-2;Kinder y Sports
23;Tabitha;Prasad;22831;C;F;tabitha7@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;5778 Hames Dr.;500 555-0130;5-10 Km.;Sur;50;1;Cluster-1;Basic
301;Shannon;Huang;19780;C;F;shannon6@mineriadedatos.com.ar;30000;1;0;EducaciÃ³n secundaria;Administrativo;1;1;4679 Duke Way;458-555-0116;2-5 Km.;Norte;59;1;Cluster-1;Basic
262;Morgan;Thompson;22438;S;F;morgan37@mineriadedatos.com.ar;30000;3;0;Estudios de postgrado;Administrativo;1;0;9173 Jill Ave;500 555-0111;0-1 Km.;Centro;51;1;Cluster-1;Basic
120;Claudia;Zhao;25116;S;F;claudia9@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;LÃ¼tzowplatz 5928;500 555-0141;0-1 Km.;Centro;44;1;Cluster-1;Basic
20;Suzanne;Sun;27647;C;F;suzanne14@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;1;2;7023 Stallion Way;500 555-0157;10+ Km.;Sur;37;1;Cluster-1;Basic
212;Paula;Navarro;26777;S;F;paula13@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;6  route de Marseille;500 555-0137;2-5 Km.;Centro;40;1;Cluster-3;Basic
632;Kelly;Foster;20670;C;F;kelly21@mineriadedatos.com.ar;70000;3;0;Estudios universitarios (en curso);Profesional;0;2;920 Broadway;847-555-0163;5-10 Km.;Norte;56;1;Cluster-3;Basic
221;Willie;He;24588;C;M;willie17@mineriadedatos.com.ar;20000;1;1;Estudios universitarios (en curso);Obrero;1;1;11  rue du Puits Dixme;500 555-0159;2-5 Km.;Centro;46;1;Cluster-1;Basic
612;Grant;She;24971;S;M;grant2@mineriadedatos.com.ar;70000;2;2;Licenciatura;Obrero especializado;0;1;5234 Martindale;588-555-0164;0-1 Km.;Norte;45;1;Cluster-3;Basic
150;Nelson;Serrano;25013;S;M;nelson15@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;0;0;Conesweg 9;500 555-0172;0-1 Km.;Centro;44;1;Cluster-3;Basic
221;Grace;Bell;26156;S;F;grace30@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;81  route de Marseille;500 555-0118;2-5 Km.;Centro;41;1;Cluster-3;Basic
7;Manuel;Fernandez;29231;S;M;manuel14@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;1;1;251 Ravenwood Dr.;500 555-0117;1-2 Km.;Sur;33;1;Cluster-1;Basic
36;Edwin;Zhang;22762;S;M;edwin0@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;5993 Baywood Drive;500 555-0118;5-10 Km.;Sur;51;1;Cluster-1;Basic
51;Nathan;Hughes;18863;C;M;nathan7@mineriadedatos.com.ar;70000;2;1;EducaciÃ³n secundaria;Profesional;1;2;1771 Coastal Blvd.;334-555-0173;10+ Km.;Norte;61;1;Cluster-1;Basic
237;Kendra;Sanz;22021;S;F;kendra20@mineriadedatos.com.ar;30000;3;0;Licenciatura;Administrativo;1;0;9525 Akyn Rock Dr.;500 555-0160;0-1 Km.;Centro;53;1;Cluster-1;Basic
215;Andres;Jai;20398;C;M;andres8@mineriadedatos.com.ar;90000;2;1;EducaciÃ³n secundaria;Profesional;1;2;625  rue Basse-du-Rocher;500 555-0169;2-5 Km.;Centro;57;1;Cluster-1;Basic
241;Shawn;Nara;27693;C;M;shawn18@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;0;5497 Brandywine Way;500 555-0170;1-2 Km.;Centro;37;1;Cluster-1;Basic
334;Victoria;Walker;24437;C;F;victoria22@mineriadedatos.com.ar;130000;0;1;Estudios de postgrado;GestiÃ³n;1;3;5961 Crowe Pl.;465-555-0152;0-1 Km.;Norte;46;1;Cluster-2;Kinder y Sports
161;Adrian;Morris;19954;C;M;adrian19@mineriadedatos.com.ar;80000;3;2;Estudios universitarios (en curso);Profesional;1;1;Bundesallee 6234;500 555-0146;2-5 Km.;Centro;58;1;Cluster-1;Basic
547;Seth;Bell;21110;C;M;seth85@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;5445 Tice Valley Blvd.;737-555-0162;5-10 Km.;Norte;55;1;Cluster-1;Basic
352;Connor;Griffin;20340;C;M;connor15@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;400 Matterhorn Court;526-555-0175;1-2 Km.;Norte;57;1;Cluster-1;Basic
607;Angela;Long;19777;S;F;angela12@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;0;2;1727 The Trees Drive;308-555-0112;1-2 Km.;Norte;59;1;Cluster-3;Basic
4;Luke;Kumar;29255;C;M;luke17@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;1;1;4882 Darlene Drive;500 555-0117;2-5 Km.;Sur;33;1;Cluster-1;Basic
254;Gerald;Madan;22439;S;M;gerald37@mineriadedatos.com.ar;30000;3;0;Estudios de postgrado;Administrativo;1;0;109 Clayton Road;500 555-0120;0-1 Km.;Centro;51;1;Cluster-1;Basic
220;Taylor;Henderson;19864;S;F;taylor30@mineriadedatos.com.ar;90000;4;2;EducaciÃ³n secundaria;Profesional;1;1;253  rue Lamarck;500 555-0179;10+ Km.;Centro;59;1;Cluster-1;Basic
251;Gerald;Gomez;22538;S;M;gerald9@mineriadedatos.com.ar;30000;3;0;Estudios de postgrado;Administrativo;1;0;5900 May Rd;500 555-0132;0-1 Km.;Centro;51;1;Cluster-1;Basic
32;Jimmy;Moreno;17157;C;M;jimmy9@mineriadedatos.com.ar;30000;2;0;Estudios universitarios (en curso);Administrativo;1;2;6385 Mark Twain;500 555-0146;1-2 Km.;Sur;66;1;Cluster-1;Basic
641;Garrett;Murphy;24768;S;M;garrett19@mineriadedatos.com.ar;40000;0;0;Licenciatura;Profesional;0;1;9186 West Boyd Rd.;344-555-0111;2-5 Km.;Norte;45;1;Cluster-3;Basic
311;Russell;Jai;26156;C;M;russell14@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;Profesional;1;0;2728 River Ash Court;797-555-0152;0-1 Km.;Norte;41;1;Cluster-1;Basic
644;Maria;Phillips;14476;S;F;maria49@mineriadedatos.com.ar;70000;5;0;Estudios de postgrado;GestiÃ³n;1;2;2650 Portside Ct;275-555-0132;10+ Km.;Norte;73;1;Cluster-1;Basic
26;Brooke;James;21111;C;F;brooke8@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;6140 Scenic Drive;500 555-0127;5-10 Km.;Sur;55;1;Cluster-1;Basic
192;Keith;Xie;25458;S;M;keith5@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;0;0;15  rue Basse-du-Rocher;500 555-0148;0-1 Km.;Centro;43;1;Cluster-3;Basic
618;Anna;Thomas;22776;C;F;anna48@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;6189 Kirkwood Ct.;323-555-0116;0-1 Km.;Norte;51;1;Cluster-1;Basic
644;Blake;Moore;24644;C;M;blake7@mineriadedatos.com.ar;70000;2;2;Licenciatura;Obrero especializado;1;1;1245 Clay Road;485-555-0144;2-5 Km.;Norte;45;1;Cluster-1;Basic
258;Alvin;Luo;17984;C;M;alvin28@mineriadedatos.com.ar;160000;4;5;EducaciÃ³n secundaria;GestiÃ³n;1;4;2860 Mt. Tank Circle;500 555-0113;0-1 Km.;Centro;64;1;Cluster-2;Kinder y Sports
300;Beth;Sanz;22829;C;F;beth22@mineriadedatos.com.ar;110000;1;3;Licenciatura;GestiÃ³n;1;2;7207 St. Andrews Way;570-555-0136;1-2 Km.;Norte;50;1;Cluster-2;Kinder y Sports
17;Karl;Rai;15862;C;M;karl18@mineriadedatos.com.ar;60000;2;0;Estudios de postgrado;GestiÃ³n;0;1;9436 Oakmead;500 555-0175;1-2 Km.;Sur;69;1;Cluster-3;Basic
9;Gloria;Alvarez;23249;S;F;gloria6@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;2;8373 Endriss;500 555-0142;5-10 Km.;Sur;49;1;Cluster-3;Basic
298;Jessie;Vazquez;20525;S;F;jessie33@mineriadedatos.com.ar;90000;2;1;Estudios universitarios (en curso);Profesional;1;1;6483 Crystal Ave.;773-555-0121;5-10 Km.;Norte;57;1;Cluster-1;Basic
623;Christina;Reed;25648;C;F;christina19@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;9206 Listing Ct.;972-555-0157;0-1 Km.;Norte;43;1;Cluster-1;Basic
135;Ricky;Torres;26080;S;M;ricky12@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;Postfach 66 16 16;500 555-0145;2-5 Km.;Centro;41;1;Cluster-3;Basic
32;Willie;Deng;28258;C;M;willie21@mineriadedatos.com.ar;10000;1;1;EducaciÃ³n secundaria;Obrero;0;0;5990 Curletto Drive;500 555-0143;1-2 Km.;Sur;36;1;Cluster-3;Basic
146;Clinton;Alonso;27015;C;M;clinton5@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;HÃ¼ttenstr 8095;500 555-0165;0-1 Km.;Centro;39;1;Cluster-1;Basic
218;Heather;Zhu;22139;C;F;heather13@mineriadedatos.com.ar;30000;3;0;Estudios de postgrado;Administrativo;1;0;51  rue Henri Gagnon;500 555-0199;0-1 Km.;Centro;52;1;Cluster-1;Basic
159;Crystal;Zhang;26751;C;F;crystal2@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;Postfach 99 92 92;500 555-0133;1-2 Km.;Centro;40;1;Cluster-1;Basic
307;Sophia;Turner;24251;C;F;sophia3@mineriadedatos.com.ar;80000;0;0;Estudios de postgrado;Obrero especializado;1;0;1646 Seal Way;340-555-0188;1-2 Km.;Norte;46;1;Cluster-1;Basic
69;Natalie;Hill;25321;C;F;natalie65@mineriadedatos.com.ar;60000;2;2;Licenciatura;Obrero especializado;1;0;1397 Paradiso Ct.;894-555-0196;2-5 Km.;Norte;44;1;Cluster-1;Basic
255;Dawn;Wu;25904;S;F;dawn8@mineriadedatos.com.ar;40000;2;2;Estudios universitarios (en curso);Administrativo;1;0;6344 St Paul Way;500 555-0139;1-2 Km.;Centro;42;1;Cluster-1;Basic
212;Cindy;Weber;25486;S;F;cindy4@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;8344  rue de la Centenaire;500 555-0169;0-1 Km.;Centro;43;1;Cluster-1;Basic
234;Brett;Sanchez;21863;C;M;brett20@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;1;0;3260 Fountainhead Court;500 555-0122;0-1 Km.;Centro;53;1;Cluster-1;Basic
299;Neil;Carlson;21480;C;M;neil17@mineriadedatos.com.ar;40000;2;0;Estudios universitarios (en curso);Administrativo;1;1;4496 Stroer Lane;296-555-0176;0-1 Km.;Norte;54;1;Cluster-1;Basic
257;Kelsey;Kennedy;19829;S;F;kelsey7@mineriadedatos.com.ar;10000;2;0;Estudios universitarios (en curso);Obrero;0;1;7660 Willow Creek Ct.;500 555-0140;0-1 Km.;Centro;59;1;Cluster-3;Basic
183;Alejandro;Ma;20180;S;M;alejandro19@mineriadedatos.com.ar;90000;2;1;EducaciÃ³n secundaria;Profesional;1;2;1010  impasse Notre-Dame;500 555-0117;10+ Km.;Centro;58;1;Cluster-1;Basic
211;Erik;Sanz;25122;C;M;erik20@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;22  rue du DÃ©part;500 555-0128;0-1 Km.;Centro;44;1;Cluster-1;Basic
232;Shawna;Jai;21877;C;F;shawna12@mineriadedatos.com.ar;20000;2;0;Estudios universitarios (en curso);Obrero;1;1;5253 Big Canyon Rd.;500 555-0177;0-1 Km.;Centro;53;1;Cluster-1;Basic
19;Kristine;Sandberg;29165;S;F;kristine21@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;0;1;6141 Race Road;500 555-0182;0-1 Km.;Sur;33;1;Cluster-3;Basic
64;Arianna;Flores;26839;C;F;arianna10@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Obrero especializado;1;0;4082 Shell Ct;580-555-0124;1-2 Km.;Norte;39;1;Cluster-1;Basic
