IdCiudad;Nombre;Apellido;FechaNacimiento;EstadoCivil;Genero;Email;IngresoAnual;TotalHijos;CantHijosEnCasa;Educacion;Ocupacion;Propietario;CantAutomoviles;Direccion;Telefono;Distancia;Region;Edad;prediction(ComproBicicleta)
223;Nichole;Nara;5/12/1946 00:00;S;F;nichole16@mineriadedatos.com.ar;100000;2;3;Licenciatura;Gestión;1;4;'21  avenue de la Gare';'500 555-0152';'10+ Km.';Centro;66;0
233;Cheryl;Gill;21/4/1977 00:00;C;F;cheryl16@mineriadedatos.com.ar;20000;0;0;'Educación secundaria';Obrero;0;1;'466 Ranch Road';'500 555-0121';'1-2 Km.';Centro;36;0
57;Alexandre;Lobao;28/3/1976 00:00;C;M;alexandre1@mineriadedatos.com.ar;60000;0;0;'Estudios universitarios (en curso)';Profesional;0;2;'5448 Near Drive';609-555-0151;'1-2 Km.';Norte;37;0
23;Julio;Serrano;16/7/1979 00:00;C;M;julio17@mineriadedatos.com.ar;20000;0;0;Licenciatura;Administrativo;1;0;'1343 Prospect St';'500 555-0143';'0-1 Km.';Sur;33;1
26;Tyrone;Serrano;2/8/1978 00:00;S;M;tyrone15@mineriadedatos.com.ar;10000;0;0;'Estudios universitarios (en curso)';Obrero;1;1;'3767 View Dr.';'500 555-0176';'2-5 Km.';Sur;34;1
156;Roy;Navarro;23/12/1955 00:00;C;M;roy30@mineriadedatos.com.ar;10000;2;0;'Estudios universitarios (en curso)';Obrero;1;1;'Viktoria-Luise-Platz 43';'500 555-0137';'0-1 Km.';Centro;57;0
274;Gregory;Goel;6/12/1968 00:00;S;M;gregory23@mineriadedatos.com.ar;30000;1;0;Licenciatura;Administrativo;0;0;'1680 I St.';'500 555-0152';'0-1 Km.';Centro;44;1
638;Elijah;Hall;3/7/1959 00:00;C;M;elijah48@mineriadedatos.com.ar;70000;5;5;'Estudios de postgrado';Profesional;1;3;'5414 Stonehedge Dr.';627-555-0146;'10+ Km.';Norte;53;0
170;Mitchell;Jai;22/7/1970 00:00;C;M;mitchell10@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;1;0;'Curieweg 5777';'500 555-0113';'0-1 Km.';Centro;42;1
200;Eddie;Serrano;4/11/1952 00:00;C;M;eddie16@mineriadedatos.com.ar;20000;2;0;'Estudios universitarios (en curso)';Obrero;1;1;'81  cours Mirabeau';'500 555-0186';'2-5 Km.';Centro;60;1
300;Gary;Ramos;18/10/1969 00:00;C;M;gary28@mineriadedatos.com.ar;50000;2;2;Licenciatura;'Obrero especializado';1;0;'1342 Isla Bonita';880-555-0119;'0-1 Km.';Norte;43;1
634;Gabriel;King;8/6/1975 00:00;C;M;gabriel50@mineriadedatos.com.ar;40000;0;0;'Educación secundaria';'Obrero especializado';0;2;'3601 Greenbush Drive';944-555-0131;'1-2 Km.';Norte;37;0
307;Barbara;Lu;13/7/1962 00:00;C;F;barbara21@mineriadedatos.com.ar;110000;1;3;Licenciatura;Gestión;1;2;'9450 Almond Street';173-555-0168;'5-10 Km.';Norte;50;1
609;Kayla;Martin;20/3/1974 00:00;S;F;kayla15@mineriadedatos.com.ar;50000;0;0;'Educación secundaria';Profesional;0;2;'7207 Peabody Road';998-555-0163;'1-2 Km.';Norte;39;0
37;Regina;Arthur;12/10/1975 00:00;S;F;regina6@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;0;2;'3796 Keller Ridge';'500 555-0144';'10+ Km.';Sur;37;1
301;Leonard;Goel;23/12/1941 00:00;C;M;leonard21@mineriadedatos.com.ar;170000;1;3;'Estudios de postgrado';Gestión;1;2;'3361 Crow Street';122-555-0168;'0-1 Km.';Norte;71;0
32;Mayra;Suri;24/9/1972 00:00;C;F;mayra0@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;0;3;'7015 F Mt Hood Circle';'500 555-0114';'10+ Km.';Sur;40;0
335;Maria;Kelly;12/7/1973 00:00;S;F;maria21@mineriadedatos.com.ar;70000;0;0;'Estudios universitarios (en curso)';Profesional;0;2;'3035 Blackfield Dr.';617-555-0184;'0-1 Km.';Norte;39;1
609;Jennifer;Smith;21/11/1952 00:00;S;F;jennifer28@mineriadedatos.com.ar;40000;3;0;'Estudios universitarios (en curso)';Profesional;1;2;'1347 L St.';119-555-0167;'5-10 Km.';Norte;60;0
3;Dustin;Sharma;16/12/1955 00:00;S;M;dustin9@mineriadedatos.com.ar;80000;2;0;'Educación secundaria';'Obrero especializado';0;2;'4262 Monterey Ave.';'500 555-0113';'1-2 Km.';Sur;57;1
235;Lindsey;Tang;13/2/1972 00:00;S;F;lindsey4@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';Obrero;0;1;'6200 Mt. Pisgah';'500 555-0120';'1-2 Km.';Centro;41;1
546;Maria;Rogers;10/10/1953 00:00;C;F;maria3@mineriadedatos.com.ar;30000;1;0;'Estudios universitarios (en curso)';Administrativo;1;1;'7954 Monument Blvd';801-555-0117;'2-5 Km.';Norte;59;1
60;Emily;Barnes;27/2/1952 00:00;C;F;emily28@mineriadedatos.com.ar;40000;3;0;'Estudios universitarios (en curso)';Profesional;0;2;'4766 L St.';185-555-0133;'1-2 Km.';Norte;61;0
26;Jack;Li;27/11/1958 00:00;S;M;jack27@mineriadedatos.com.ar;90000;2;0;Licenciatura;Gestión;0;1;'746 Cast Street';'500 555-0150';'5-10 Km.';Sur;54;0
31;Richard;Lee;19/4/1979 00:00;S;M;richard16@mineriadedatos.com.ar;10000;0;0;'Estudios universitarios (en curso)';Obrero;0;1;'7757 O Ct';'500 555-0130';'0-1 Km.';Sur;34;1
623;Connor;Gonzales;9/11/1978 00:00;S;M;connor11@mineriadedatos.com.ar;40000;0;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'4672 Euclid Ave';187-555-0111;'5-10 Km.';Norte;34;0
232;Mario;Xu;6/11/1950 00:00;S;M;mario4@mineriadedatos.com.ar;110000;4;5;'Educación secundaria';Gestión;1;2;'594 Tosco Way';'500 555-0141';'10+ Km.';Centro;62;0
150;Kristi;Saunders;12/12/1970 00:00;C;F;kristi16@mineriadedatos.com.ar;10000;2;2;'Educación secundaria';Obrero;1;0;'Zollstr 62';'500 555-0187';'0-1 Km.';Centro;42;1
25;Isabel;Simmons;21/11/1975 00:00;C;F;isabel14@mineriadedatos.com.ar;80000;0;0;Licenciatura;Profesional;1;3;'5717 Monterey Ave';'500 555-0192';'10+ Km.';Sur;37;0
215;Kenneth;Anand;15/4/1963 00:00;S;M;kenneth18@mineriadedatos.com.ar;30000;2;2;'Estudios universitarios (en curso)';Administrativo;1;2;'3905bis  boulevard Saint Germain';'500 555-0115';'0-1 Km.';Centro;50;0
644;Chase;Rogers;9/11/1955 00:00;S;M;chase20@mineriadedatos.com.ar;80000;2;0;'Educación secundaria (en curso)';'Obrero especializado';0;2;'1862 Court Lane';713-555-0135;'1-2 Km.';Norte;57;1
120;Jon;Chander;6/7/1957 00:00;C;M;jon12@mineriadedatos.com.ar;130000;2;4;'Estudios universitarios (en curso)';Profesional;1;2;'Auf Der Steige 123';'500 555-0170';'0-1 Km.';Centro;55;1
39;Roberto;Ramos;14/10/1941 00:00;C;M;roberto16@mineriadedatos.com.ar;40000;2;0;Licenciatura;Gestión;1;2;'6210 Mt. Tamlapais Place';'500 555-0121';'5-10 Km.';Sur;71;0
302;Erick;Subram;14/11/1974 00:00;C;M;erick12@mineriadedatos.com.ar;60000;0;0;'Estudios universitarios (en curso)';Profesional;1;2;'3744 Dalis Drive';567-555-0166;'5-10 Km.';Norte;38;0
539;Lauren;Butler;25/12/1964 00:00;C;F;lauren61@mineriadedatos.com.ar;90000;5;5;'Estudios universitarios (en curso)';Profesional;1;3;'8152 Claudia Dr.';463-555-0152;'2-5 Km.';Norte;48;0
3;Lori;Blanco;2/5/1970 00:00;C;F;lori16@mineriadedatos.com.ar;100000;0;5;'Educación secundaria (en curso)';Profesional;1;4;'6966 Eaker Way';'500 555-0118';'10+ Km.';Sur;43;1
237;Martin;Raman;13/5/1961 00:00;C;M;martin17@mineriadedatos.com.ar;20000;1;0;'Estudios de postgrado';Administrativo;1;0;'3029 Crescent Ave.';'500 555-0114';'0-1 Km.';Centro;52;0
249;Dominic;Madan;26/5/1954 00:00;S;M;dominic7@mineriadedatos.com.ar;130000;4;5;'Educación secundaria';Profesional;0;1;'9680 Hungry Road';'500 555-0166';'0-1 Km.';Centro;58;1
68;Jonathan;Mitchell;2/2/1954 00:00;C;M;jonathan40@mineriadedatos.com.ar;60000;2;0;'Educación secundaria (en curso)';'Obrero especializado';0;2;'2595 Franklin Canyon Rd.';160-555-0163;'1-2 Km.';Norte;59;0
13;Monique;Blanco;6/10/1943 00:00;S;F;monique12@mineriadedatos.com.ar;40000;2;0;Licenciatura;Gestión;1;2;'6658 Rheem Blvd';'500 555-0125';'5-10 Km.';Sur;69;1
23;Alison;Kumar;3/5/1961 00:00;S;F;alison7@mineriadedatos.com.ar;60000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'5847 W. Buchanan';'500 555-0170';'5-10 Km.';Sur;52;1
348;Seth;Perry;13/9/1939 00:00;C;M;seth55@mineriadedatos.com.ar;60000;3;0;'Estudios de postgrado';Gestión;0;2;'2988 Wightman Lane';323-555-0149;'1-2 Km.';Norte;73;0
638;James;Hall;1/5/1966 00:00;S;M;james71@mineriadedatos.com.ar;80000;0;0;'Estudios de postgrado';'Obrero especializado';0;0;'969 Stanley Dollar Dr.';989-555-0189;'0-1 Km.';Norte;47;0
307;Hunter;Hernandez;6/7/1953 00:00;C;M;hunter44@mineriadedatos.com.ar;70000;3;0;'Estudios de postgrado';Gestión;1;2;'3861 Las Lomas Way';115-555-0196;'5-10 Km.';Norte;59;1
170;Nicolas;Nara;18/7/1969 00:00;C;M;nicolas15@mineriadedatos.com.ar;40000;0;0;'Estudios de postgrado';Administrativo;1;0;'Galeriestr 6267';'500 555-0174';'0-1 Km.';Centro;43;1
68;Mya;Russell;25/1/1947 00:00;C;F;mya20@mineriadedatos.com.ar;40000;2;1;'Educación secundaria';Profesional;0;2;'3797 Mt. Wilson Way';891-555-0132;'2-5 Km.';Norte;66;1
315;Jack;Flores;15/3/1952 00:00;S;M;jack12@mineriadedatos.com.ar;70000;2;1;'Educación secundaria (en curso)';'Obrero especializado';1;2;'279 Inverness Drive';737-555-0162;'10+ Km.';Norte;61;1
609;Danny;Navarro;2/5/1962 00:00;C;M;danny11@mineriadedatos.com.ar;90000;5;4;'Estudios universitarios (en curso)';Profesional;1;4;'4151 Olivera';835-555-0197;'5-10 Km.';Norte;51;0
232;Barry;Rana;5/11/1963 00:00;C;M;barry12@mineriadedatos.com.ar;40000;1;0;Licenciatura;'Obrero especializado';1;0;'8434 Kenmore';'500 555-0127';'0-1 Km.';Centro;49;1
335;Amanda;Sanders;3/7/1962 00:00;C;F;amanda20@mineriadedatos.com.ar;70000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'1456 Bouncing Road';231-555-0134;'2-5 Km.';Norte;50;1
279;Jessica;Patterson;10/5/1958 00:00;S;F;jessica35@mineriadedatos.com.ar;170000;2;3;Licenciatura;Gestión;0;2;'2681 Woodside Way';'500 555-0117';'0-1 Km.';Centro;55;1
133;Bailey;King;26/9/1959 00:00;C;F;bailey39@mineriadedatos.com.ar;20000;2;0;'Estudios universitarios (en curso)';Obrero;1;1;'Marketplatz 5492';'500 555-0183';'0-1 Km.';Centro;53;1
154;Brandi;Carlson;5/3/1964 00:00;S;F;brandi17@mineriadedatos.com.ar;20000;3;3;'Educación secundaria';Obrero;1;0;'Buergermeister-ulrich-str 5';'500 555-0120';'0-1 Km.';Centro;49;1
49;Nicole;Sanchez;27/8/1975 00:00;S;F;nicole26@mineriadedatos.com.ar;40000;3;3;'Estudios universitarios (en curso)';Administrativo;1;2;'1874 Royal Links Circle';954-555-0133;'1-2 Km.';Norte;37;0
129;Bradley;Tang;15/9/1969 00:00;S;M;bradley6@mineriadedatos.com.ar;40000;0;0;'Estudios de postgrado';Administrativo;0;0;'Haberstr 77';'500 555-0197';'0-1 Km.';Centro;43;1
11;Ann;Martinez;3/8/1957 00:00;S;F;ann22@mineriadedatos.com.ar;80000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'8794 Seagull Court';'500 555-0189';'5-10 Km.';Sur;55;1
553;Shelby;Richardson;11/3/1954 00:00;C;F;shelby10@mineriadedatos.com.ar;30000;1;0;'Educación secundaria';Administrativo;1;1;'8403 Reality Drive';927-555-0154;'5-10 Km.';Norte;59;1
35;Billy;Romero;8/4/1951 00:00;C;M;billy11@mineriadedatos.com.ar;20000;2;1;'Educación secundaria (en curso)';Administrativo;1;2;'3560 Harvard Dr.';'500 555-0111';'5-10 Km.';Sur;62;0
219;Valerie;Guo;8/7/1971 00:00;S;F;valerie19@mineriadedatos.com.ar;20000;0;0;'Educación secundaria (en curso)';Obrero;1;2;'4  rue de Maubeuge';'500 555-0183';'1-2 Km.';Centro;41;0
307;Edgar;Patel;22/11/1936 00:00;C;M;edgar3@mineriadedatos.com.ar;70000;4;0;'Estudios de postgrado';Gestión;1;2;'1639 Atchinson Stage Ct.';529-555-0113;'5-10 Km.';Norte;76;1
360;Brandon;Brown;22/10/1948 00:00;S;M;brandon42@mineriadedatos.com.ar;70000;4;1;Licenciatura;Gestión;1;2;'6536 Diver Way';187-555-0120;'10+ Km.';Norte;64;0
16;Colin;Zhu;15/10/1970 00:00;C;M;colin15@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;0;4;'3788 Bahia Vista Court';'500 555-0114';'10+ Km.';Sur;42;1
25;Lacey;Raji;26/11/1951 00:00;C;F;lacey10@mineriadedatos.com.ar;30000;3;0;'Educación secundaria';'Obrero especializado';0;2;'2965 Liscome Way';'500 555-0153';'1-2 Km.';Sur;61;0
154;Philip;Moreno;20/5/1971 00:00;S;M;philip6@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';Obrero;0;1;'Im Himmelsweg 98';'500 555-0135';'2-5 Km.';Centro;42;1
206;Lindsey;Kumar;20/11/1966 00:00;C;F;lindsey8@mineriadedatos.com.ar;30000;1;1;Licenciatura;'Obrero especializado';1;2;'14  rue de Cambrai';'500 555-0110';'0-1 Km.';Centro;46;0
265;Melody;Gomez;1/5/1949 00:00;C;F;melody1@mineriadedatos.com.ar;170000;5;5;'Estudios universitarios (en curso)';Gestión;0;4;'4208 Seal Way';'500 555-0112';'10+ Km.';Centro;64;0
644;Nicole;Martinez;28/6/1974 00:00;S;F;nicole17@mineriadedatos.com.ar;60000;0;0;'Estudios universitarios (en curso)';Profesional;1;2;'8189 Lydia Lane';281-555-0154;'5-10 Km.';Norte;38;0
536;Preston;Arun;24/10/1966 00:00;S;M;preston5@mineriadedatos.com.ar;60000;0;0;'Estudios de postgrado';'Obrero especializado';0;0;'2119 Little Dr';386-555-0178;'0-1 Km.';Norte;46;0
322;Dalton;Flores;7/7/1965 00:00;S;M;dalton58@mineriadedatos.com.ar;120000;3;2;Licenciatura;Gestión;0;4;'4534 Blum Rd.';344-555-0110;'1-2 Km.';Norte;47;0
268;Philip;Ortega;13/9/1957 00:00;C;M;philip21@mineriadedatos.com.ar;10000;1;0;'Estudios universitarios (en curso)';Obrero;0;0;'5684 Fitzuren';'500 555-0155';'0-1 Km.';Centro;55;0
279;Henry;Suri;15/2/1971 00:00;S;M;henry2@mineriadedatos.com.ar;40000;2;2;'Estudios universitarios (en curso)';Administrativo;1;2;'6947 Jemco Court';'500 555-0113';'0-1 Km.';Centro;42;0
28;Tasha;Shan;25/10/1959 00:00;S;F;tasha11@mineriadedatos.com.ar;130000;0;1;'Estudios de postgrado';Gestión;0;3;'2552 Palm Ave';'500 555-0149';'0-1 Km.';Sur;53;1
164;Pamela;Garcia;7/12/1953 00:00;C;F;pamela18@mineriadedatos.com.ar;80000;4;2;'Estudios universitarios (en curso)';Profesional;1;2;'Postfach 11 09 99';'500 555-0182';'10+ Km.';Centro;59;0
3;Alan;Zhu;24/9/1964 00:00;S;M;alan17@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;'8995 Stanford St.';'500 555-0115';'0-1 Km.';Sur;48;0
11;Calvin;Yuan;20/7/1980 00:00;C;M;calvin7@mineriadedatos.com.ar;10000;0;0;'Estudios universitarios (en curso)';Obrero;1;1;'8577 La Vista Avenue';'500 555-0151';'2-5 Km.';Sur;32;0
33;Ethan;Martin;23/10/1948 00:00;C;M;ethan48@mineriadedatos.com.ar;10000;2;1;'Educación secundaria (en curso)';Administrativo;1;2;'1479 Pine Creek Way';'500 555-0136';'5-10 Km.';Sur;64;0
53;Catherine;Murphy;13/12/1973 00:00;C;F;catherine13@mineriadedatos.com.ar;60000;0;0;'Estudios universitarios (en curso)';'Obrero especializado';1;2;'2399 Stafford Ave';399-555-0117;'5-10 Km.';Norte;39;0
273;Carla;Martinez;3/1/1946 00:00;C;F;carla20@mineriadedatos.com.ar;170000;4;4;Licenciatura;Gestión;1;3;'55 St. George Dr.';'500 555-0150';'0-1 Km.';Centro;67;1
121;David;Jenkins;6/12/1959 00:00;C;M;david39@mineriadedatos.com.ar;20000;2;0;'Estudios universitarios (en curso)';Obrero;1;1;'Kalkweg 4425';'500 555-0162';'0-1 Km.';Centro;53;1
611;Grace;Brown;25/10/1944 00:00;S;F;grace3@mineriadedatos.com.ar;70000;4;0;Licenciatura;Gestión;1;2;'2325 Mountaire Drive';627-555-0172;'10+ Km.';Norte;68;0
612;Francisco;Rana;22/7/1977 00:00;S;M;francisco12@mineriadedatos.com.ar;40000;0;0;'Estudios universitarios (en curso)';'Obrero especializado';0;1;'2903 Marsh Dr.';449-555-0131;'1-2 Km.';Norte;35;0
24;Toni;Rodriguez;22/6/1957 00:00;S;F;toni20@mineriadedatos.com.ar;70000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'5007 Castle Rock Rd.';'500 555-0114';'5-10 Km.';Sur;55;1
261;Emily;Lee;19/5/1951 00:00;C;F;emily22@mineriadedatos.com.ar;130000;4;5;'Educación secundaria';Profesional;1;3;'9600 Sweeney Road';'500 555-0118';'10+ Km.';Centro;62;0
62;Alexandria;Bradley;24/4/1973 00:00;S;F;alexandria1@mineriadedatos.com.ar;50000;0;0;'Estudios de postgrado';'Obrero especializado';1;0;'8920 Sand Point Road';595-555-0125;'1-2 Km.';Norte;40;0
50;Mason;Roberts;25/1/1968 00:00;C;M;mason25@mineriadedatos.com.ar;90000;4;4;Licenciatura;Gestión;1;1;'5753 Megan Dr.';539-555-0162;'1-2 Km.';Norte;45;0
235;Jeffery;Liang;2/7/1948 00:00;C;M;jeffery16@mineriadedatos.com.ar;110000;4;5;'Educación secundaria';Gestión;1;3;'6753 Mines Road';'500 555-0193';'10+ Km.';Centro;64;0
52;Luis;Nelson;11/2/1961 00:00;C;M;luis42@mineriadedatos.com.ar;70000;5;4;'Estudios universitarios (en curso)';Profesional;1;3;'6869 Shakespeare Drive';176-555-0198;'5-10 Km.';Norte;52;0
273;Linda;Carlson;20/9/1959 00:00;C;F;linda33@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;1;0;'6696 Adria Drive';'500 555-0140';'0-1 Km.';Centro;53;1
325;Isabella;Johnson;21/1/1961 00:00;C;F;isabella58@mineriadedatos.com.ar;60000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'2251 Temple Drive';941-555-0186;'2-5 Km.';Norte;52;1
31;Michele;Xie;5/4/1977 00:00;S;F;michele3@mineriadedatos.com.ar;10000;1;1;'Educación secundaria';Obrero;0;0;'4951 Coralie Drive';'500 555-0140';'1-2 Km.';Sur;36;1
5;Katie;Kumar;9/9/1976 00:00;C;F;katie10@mineriadedatos.com.ar;80000;0;0;Licenciatura;Profesional;1;2;'1463 Lincoln Dr';'500 555-0140';'10+ Km.';Sur;36;1
553;Carson;Griffin;11/2/1979 00:00;S;M;carson20@mineriadedatos.com.ar;30000;0;0;'Educación secundaria (en curso)';Administrativo;0;2;'8935 Etcheverry Dr.';956-555-0173;'5-10 Km.';Norte;34;0
261;Mayra;Schmidt;11/12/1936 00:00;C;F;mayra10@mineriadedatos.com.ar;30000;1;0;'Estudios de postgrado';Administrativo;1;0;'6588 St George Dr';'500 555-0113';'0-1 Km.';Centro;76;0
337;Janet;Scott;18/8/1953 00:00;S;F;janet33@mineriadedatos.com.ar;70000;3;0;'Estudios de postgrado';Gestión;1;2;'2616 Northridge Drive';422-555-0144;'5-10 Km.';Norte;59;1
542;Allison;Campbell;14/5/1961 00:00;C;F;allison29@mineriadedatos.com.ar;60000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'45 Landing Terrace';735-555-0181;'2-5 Km.';Norte;52;1
19;Danielle;Torres;10/10/1933 00:00;S;F;danielle15@mineriadedatos.com.ar;40000;2;0;Licenciatura;Profesional;0;1;'9195 Park Glen Ct';'500 555-0166';'0-1 Km.';Sur;79;0
28;Teresa;Gomez;13/11/1977 00:00;S;F;teresa2@mineriadedatos.com.ar;10000;0;0;'Educación secundaria';Obrero;0;2;'6258 Stinson';'500 555-0120';'0-1 Km.';Sur;35;0
16;Clarence;Lal;11/6/1965 00:00;C;M;clarence23@mineriadedatos.com.ar;80000;5;5;Licenciatura;Profesional;1;4;'7000 Hawes Street';'500 555-0124';'1-2 Km.';Sur;47;0
609;Toni;Srini;19/4/1940 00:00;C;F;toni8@mineriadedatos.com.ar;80000;4;0;Licenciatura;Gestión;1;2;'482 ViewPoint Court';574-555-0150;'5-10 Km.';Norte;73;0
331;Vanessa;Long;5/4/1967 00:00;S;F;vanessa10@mineriadedatos.com.ar;60000;0;0;'Estudios de postgrado';Profesional;0;1;'6088 Clark Creek Rd';727-555-0159;'0-1 Km.';Norte;46;0
31;Wayne;Black;19/2/1958 00:00;C;M;wayne22@mineriadedatos.com.ar;100000;1;1;Licenciatura;Gestión;1;1;'1366 Hunt Dr';'500 555-0187';'10+ Km.';Sur;55;0
638;Rebecca;Mitchell;24/9/1954 00:00;C;F;rebecca13@mineriadedatos.com.ar;30000;1;0;'Educación secundaria';Obrero;1;1;'9809 St. Germain Lane';337-555-0114;'5-10 Km.';Norte;58;1
638;Julia;Wright;5/8/1975 00:00;S;F;julia17@mineriadedatos.com.ar;40000;0;0;'Educación secundaria';'Obrero especializado';1;1;'7397 Central Blvd.';456-555-0174;'5-10 Km.';Norte;37;0
637;Richard;Hernandez;3/9/1939 00:00;S;M;richard20@mineriadedatos.com.ar;60000;3;0;'Estudios de postgrado';Gestión;1;2;'4980 Olivera Rd';169-555-0138;'10+ Km.';Norte;73;0
374;Dylan;Griffin;25/3/1964 00:00;C;M;dylan20@mineriadedatos.com.ar;60000;4;4;Licenciatura;'Obrero especializado';1;3;'7422 Meadowbrook';165-555-0115;'10+ Km.';Norte;49;0
20;Jessie;Ortega;26/2/1968 00:00;C;F;jessie41@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;1;1;'230 Daisy Way';'500 555-0131';'0-1 Km.';Sur;45;1
315;Allison;Howard;16/6/1958 00:00;C;F;allison10@mineriadedatos.com.ar;40000;1;0;'Estudios universitarios (en curso)';Administrativo;1;1;'8788 Green Leaf Drive';548-555-0110;'0-1 Km.';Norte;54;1
631;Courtney;Hall;21/7/1971 00:00;C;F;courtney18@mineriadedatos.com.ar;70000;1;1;'Estudios de postgrado';'Obrero especializado';1;0;'2306 El Pueblo Pl.';657-555-0184;'0-1 Km.';Norte;41;0
129;Kristin;Tang;24/10/1952 00:00;S;F;kristin6@mineriadedatos.com.ar;90000;4;1;'Educación secundaria';Profesional;1;2;'Curieweg 991';'500 555-0176';'10+ Km.';Centro;60;0
634;Shelby;Morgan;7/12/1977 00:00;S;F;shelby22@mineriadedatos.com.ar;30000;0;0;'Educación secundaria (en curso)';Administrativo;0;2;'3377 Coach Place';438-555-0156;'0-1 Km.';Norte;35;0
374;Samantha;Davis;17/5/1964 00:00;C;F;samantha6@mineriadedatos.com.ar;160000;1;1;Licenciatura;Gestión;1;3;'5972 Boxwood Dr.';805-555-0198;'0-1 Km.';Norte;49;1
23;Tabitha;Prasad;4/7/1962 00:00;C;F;tabitha7@mineriadedatos.com.ar;60000;1;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'5778 Hames Dr.';'500 555-0130';'5-10 Km.';Sur;50;1
301;Shannon;Huang;25/2/1954 00:00;C;F;shannon6@mineriadedatos.com.ar;30000;1;0;'Educación secundaria';Administrativo;1;1;'4679 Duke Way';458-555-0116;'2-5 Km.';Norte;59;1
262;Morgan;Thompson;6/6/1961 00:00;S;F;morgan37@mineriadedatos.com.ar;30000;3;0;'Estudios de postgrado';Administrativo;1;0;'9173 Jill Ave';'500 555-0111';'0-1 Km.';Centro;51;1
120;Claudia;Zhao;5/10/1968 00:00;S;F;claudia9@mineriadedatos.com.ar;40000;0;0;'Estudios de postgrado';Administrativo;1;0;'Lützowplatz 5928';'500 555-0141';'0-1 Km.';Centro;44;1
20;Suzanne;Sun;10/9/1975 00:00;C;F;suzanne14@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;1;2;'7023 Stallion Way';'500 555-0157';'10+ Km.';Sur;37;1
69;James;Davis;20/8/1968 00:00;S;M;james80@mineriadedatos.com.ar;90000;4;4;'Estudios universitarios (en curso)';'Obrero especializado';0;2;'3704 Elliott Dr.';483-555-0135;'0-1 Km.';Norte;44;0
431;Melody;Dominguez;3/4/1980 00:00;C;F;melody13@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';'Obrero especializado';1;2;'9770 Mountain View Drive';733-555-0110;'5-10 Km.';Norte;33;0
212;Paula;Navarro;23/4/1973 00:00;S;F;paula13@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';Obrero;0;1;'6  route de Marseille';'500 555-0137';'2-5 Km.';Centro;40;1
632;Kelly;Foster;3/8/1956 00:00;C;F;kelly21@mineriadedatos.com.ar;70000;3;0;'Estudios universitarios (en curso)';Profesional;0;2;'920 Broadway';847-555-0163;'5-10 Km.';Norte;56;1
49;Emily;Thomas;22/9/1951 00:00;C;F;emily11@mineriadedatos.com.ar;40000;2;1;'Educación secundaria (en curso)';'Obrero especializado';1;3;'1172 Flamingo Dr.';380-555-0167;'10+ Km.';Norte;61;0
299;Arianna;Cooper;22/4/1976 00:00;S;F;arianna30@mineriadedatos.com.ar;40000;0;0;'Estudios universitarios (en curso)';'Obrero especializado';1;1;'4101 Buckthorn Court';833-555-0133;'5-10 Km.';Norte;37;0
221;Willie;He;26/4/1967 00:00;C;M;willie17@mineriadedatos.com.ar;20000;1;1;'Estudios universitarios (en curso)';Obrero;1;1;'11  rue du Puits Dixme';'500 555-0159';'2-5 Km.';Centro;46;1
355;Miguel;Young;9/4/1955 00:00;S;M;miguel25@mineriadedatos.com.ar;30000;1;0;'Educación secundaria';Administrativo;0;1;'3457 Bel Air Drive';123-555-0179;'10+ Km.';Norte;58;0
612;Grant;She;13/5/1968 00:00;S;M;grant2@mineriadedatos.com.ar;70000;2;2;Licenciatura;'Obrero especializado';0;1;'5234 Martindale';588-555-0164;'0-1 Km.';Norte;45;1
614;Jonathan;Jackson;26/2/1943 00:00;S;M;jonathan65@mineriadedatos.com.ar;110000;2;4;Licenciatura;Gestión;1;3;'769 Algiers Drive';674-555-0110;'5-10 Km.';Norte;70;0
150;Nelson;Serrano;24/6/1968 00:00;S;M;nelson15@mineriadedatos.com.ar;40000;0;0;'Estudios de postgrado';Administrativo;0;0;'Conesweg 9';'500 555-0172';'0-1 Km.';Centro;44;1
221;Grace;Bell;11/8/1971 00:00;S;F;grace30@mineriadedatos.com.ar;30000;0;0;'Educación secundaria';Obrero;0;1;'81  route de Marseille';'500 555-0118';'2-5 Km.';Centro;41;1
